test_txndate,test_storecode,Customers,Bills,ItemQty,Sales
2019-07-05 00:00:00,11,43,43,480.0,269704.0
2019-07-05 00:00:00,5,30,32,272.0,134336.0
2019-07-05 00:00:00,6,74,82,790.0,403694.0
2019-07-05 00:00:00,7,29,29,222.0,120916.0
2019-07-05 00:00:00,Warehouse,1,2,1042.0,195526.0
2019-07-06 00:00:00,11,42,44,596.0,192786.0
2019-07-06 00:00:00,5,31,34,296.0,168440.0
2019-07-06 00:00:00,6,72,77,1028.0,379092.0
2019-07-06 00:00:00,7,40,40,660.0,173834.0
2019-07-06 00:00:00,Warehouse,1,1,16.0,20640.0
2019-07-07 00:00:00,11,53,55,606.0,257032.0
2019-07-07 00:00:00,5,43,45,350.0,234672.0
2019-07-07 00:00:00,6,83,92,1212.0,514507.0
2019-07-07 00:00:00,7,44,45,420.0,172476.0
2019-07-07 00:00:00,Warehouse,1,1,2.0,9900.0
2019-07-08 00:00:00,11,41,41,408.0,159250.0
2019-07-08 00:00:00,5,24,27,220.0,128916.0
2019-07-08 00:00:00,6,69,74,948.0,421775.0
2019-07-08 00:00:00,7,39,40,444.0,156522.0
2019-07-08 00:00:00,Warehouse,3,3,50.0,74978.0
2019-07-09 00:00:00,11,33,34,322.0,145010.0
2019-07-09 00:00:00,5,36,37,420.0,173280.0
2019-07-09 00:00:00,6,52,58,602.0,310854.0
2019-07-09 00:00:00,7,35,36,292.0,132542.0
2019-07-10 00:00:00,11,32,33,518.0,177498.0
2019-07-10 00:00:00,5,17,19,196.0,123882.0
2019-07-10 00:00:00,6,52,57,526.0,261828.0
2019-07-10 00:00:00,7,27,28,190.0,96598.0
2019-07-10 00:00:00,Warehouse,1,1,120.0,30000.0
2019-07-11 00:00:00,11,39,40,272.0,155468.0
2019-07-11 00:00:00,5,28,29,294.0,142000.0
2019-07-11 00:00:00,6,52,55,440.0,190310.0
2019-07-11 00:00:00,7,23,25,268.0,121810.0
2019-07-11 00:00:00,Warehouse,1,1,2.0,9900.0
2019-07-12 00:00:00,11,31,34,278.0,126334.0
2019-07-12 00:00:00,5,38,40,318.0,208964.0
2019-07-12 00:00:00,6,56,58,656.0,282406.0
2019-07-12 00:00:00,7,22,25,284.0,84272.0
2019-07-13 00:00:00,11,33,34,384.0,185182.0
2019-07-13 00:00:00,5,35,36,326.0,230554.0
2019-07-13 00:00:00,6,63,72,722.0,275010.0
2019-07-13 00:00:00,7,38,39,566.0,228336.0
2019-07-13 00:00:00,Warehouse,15,14,32.0,98418.0
2019-07-14 00:00:00,11,47,49,370.0,187655.0
2019-07-14 00:00:00,5,20,21,188.0,105386.0
2019-07-14 00:00:00,6,65,70,994.0,372138.0
2019-07-14 00:00:00,7,52,53,644.0,211110.0
2019-07-15 00:00:00,11,34,36,828.0,220302.0
2019-07-15 00:00:00,5,24,24,144.0,132846.0
2019-07-15 00:00:00,6,58,61,526.0,208430.0
2019-07-15 00:00:00,7,24,24,188.0,80292.0
2019-07-15 00:00:00,Warehouse,2,2,120.0,50698.0
2019-07-16 00:00:00,11,33,34,696.0,144513.0
2019-07-16 00:00:00,5,24,25,216.0,130926.0
2019-07-16 00:00:00,6,51,54,510.0,252444.0
2019-07-16 00:00:00,7,33,34,386.0,148262.0
2019-07-16 00:00:00,Warehouse,13,13,78.0,156230.0
2019-07-17 00:00:00,11,28,31,280.0,137652.0
2019-07-17 00:00:00,5,22,22,168.0,89962.0
2019-07-17 00:00:00,6,48,49,530.0,246361.0
2019-07-17 00:00:00,7,29,31,384.0,139004.0
2019-07-17 00:00:00,Warehouse,1,1,788.0,183826.0
2019-07-18 00:00:00,11,28,31,314.0,184326.0
2019-07-18 00:00:00,5,27,29,260.0,121434.0
2019-07-18 00:00:00,6,72,74,758.0,312503.0
2019-07-18 00:00:00,7,26,28,366.0,124784.0
2019-07-18 00:00:00,Warehouse,1,1,2.0,9900.0
2019-07-19 00:00:00,11,39,40,458.0,213042.0
2019-07-19 00:00:00,5,18,18,302.0,115408.0
2019-07-19 00:00:00,6,58,63,792.0,305040.0
2019-07-19 00:00:00,7,34,35,424.0,160092.0
2019-07-19 00:00:00,Warehouse,6,6,854.0,183406.0
2019-07-20 00:00:00,11,26,27,294.0,168908.0
2019-07-20 00:00:00,5,30,31,406.0,137876.0
2019-07-20 00:00:00,6,65,67,860.0,298889.0
2019-07-20 00:00:00,7,51,54,606.0,265372.0
2019-07-20 00:00:00,Warehouse,2,2,4.0,25500.0
2019-07-21 00:00:00,11,46,47,624.0,343376.0
2019-07-21 00:00:00,5,35,35,382.0,153760.0
2019-07-21 00:00:00,6,82,84,1356.0,641033.0
2019-07-21 00:00:00,7,37,38,460.0,192546.0
2019-07-22 00:00:00,11,32,34,396.0,126660.0
2019-07-22 00:00:00,5,28,31,400.0,193818.0
2019-07-22 00:00:00,6,60,64,840.0,421889.0
2019-07-22 00:00:00,7,31,31,352.0,116980.0
2019-07-22 00:00:00,Warehouse,1,1,2.0,9900.0
2019-07-23 00:00:00,11,24,25,260.0,131076.0
2019-07-23 00:00:00,5,31,34,324.0,167318.0
2019-07-23 00:00:00,6,61,66,916.0,349828.0
2019-07-23 00:00:00,7,24,25,228.0,127012.0
2019-07-23 00:00:00,Warehouse,2,2,22.0,30580.0
2019-07-24 00:00:00,11,37,40,248.0,151008.0
2019-07-24 00:00:00,5,30,30,304.0,190770.0
2019-07-24 00:00:00,6,61,61,738.0,303876.0
2019-07-24 00:00:00,7,28,29,292.0,116028.0
2019-07-25 00:00:00,11,33,34,602.0,158892.0
2019-07-25 00:00:00,5,29,32,348.0,209568.0
2019-07-25 00:00:00,6,61,65,1088.0,409672.0
2019-07-25 00:00:00,7,24,24,250.0,124282.0
2019-07-25 00:00:00,Warehouse,4,4,8.0,28930.0
2019-07-26 00:00:00,11,31,31,496.0,177150.0
2019-07-26 00:00:00,5,23,23,300.0,130372.0
2019-07-26 00:00:00,6,52,57,422.0,249850.0
2019-07-26 00:00:00,7,24,24,170.0,91396.0
2019-07-26 00:00:00,Warehouse,6,6,22.0,14150.0
2019-07-27 00:00:00,11,39,42,546.0,231122.0
2019-07-27 00:00:00,5,39,39,400.0,169486.0
2019-07-27 00:00:00,6,61,67,966.0,407418.0
2019-07-27 00:00:00,7,40,40,538.0,224070.0
2019-07-27 00:00:00,Warehouse,1,1,2.0,9900.0
2019-07-28 00:00:00,11,43,46,370.0,144481.0
2019-07-28 00:00:00,5,35,38,264.0,143040.0
2019-07-28 00:00:00,6,61,64,840.0,332503.0
2019-07-28 00:00:00,7,48,49,372.0,198296.0
2019-07-29 00:00:00,11,34,34,626.0,154878.0
2019-07-29 00:00:00,5,23,24,336.0,150450.0
2019-07-29 00:00:00,6,45,51,830.0,248470.0
2019-07-29 00:00:00,7,30,30,246.0,189638.0
2019-07-29 00:00:00,Warehouse,4,4,8.0,8650.0
2019-07-30 00:00:00,11,36,38,440.0,246100.0
2019-07-30 00:00:00,5,29,33,384.0,230160.0
2019-07-30 00:00:00,6,50,51,1078.0,375638.0
2019-07-30 00:00:00,7,36,38,366.0,171318.0
2019-07-30 00:00:00,Warehouse,3,3,100.0,84420.0
2019-07-31 00:00:00,11,28,28,322.0,115698.0
2019-07-31 00:00:00,5,29,29,430.0,197950.0
2019-07-31 00:00:00,6,47,52,584.0,234298.0
2019-07-31 00:00:00,7,23,24,220.0,112252.0
2019-07-31 00:00:00,Warehouse,1,1,4.0,25598.0
2019-08-01 00:00:00,11,29,32,816.0,351356.0
2019-08-01 00:00:00,5,24,24,284.0,271844.0
2019-08-01 00:00:00,6,60,61,1588.0,852540.0
2019-08-01 00:00:00,7,28,29,720.0,250088.0
2019-08-02 00:00:00,11,32,34,676.0,348475.0
2019-08-02 00:00:00,5,21,21,476.0,307224.0
2019-08-02 00:00:00,6,59,62,1812.0,679112.0
2019-08-02 00:00:00,7,21,21,364.0,175556.0
2019-08-02 00:00:00,Warehouse,3,3,1352.0,359440.0
2019-08-03 00:00:00,11,43,46,1760.0,452164.0
2019-08-03 00:00:00,5,40,41,988.0,506648.0
2019-08-03 00:00:00,6,68,70,1548.0,653200.0
2019-08-03 00:00:00,7,50,50,1200.0,376448.0
2019-08-04 00:00:00,11,41,44,804.0,434184.0
2019-08-04 00:00:00,5,29,29,588.0,353728.0
2019-08-04 00:00:00,6,61,63,1972.0,558821.0
2019-08-04 00:00:00,7,58,63,1640.0,790608.0
2019-08-04 00:00:00,Warehouse,1,1,4.0,19800.0
2019-08-05 00:00:00,11,39,41,1100.0,266280.0
2019-08-05 00:00:00,5,28,31,420.0,280152.0
2019-08-05 00:00:00,6,74,83,2116.0,820860.0
2019-08-05 00:00:00,7,29,30,844.0,266992.0
2019-08-05 00:00:00,Warehouse,3,3,1368.0,614168.0
2019-08-06 00:00:00,11,35,40,724.0,395568.0
2019-08-06 00:00:00,5,37,37,532.0,298728.0
2019-08-06 00:00:00,6,51,58,1744.0,477152.0
2019-08-06 00:00:00,7,31,32,384.0,252084.0
2019-08-06 00:00:00,Warehouse,3,3,752.0,466552.0
2019-08-07 00:00:00,11,42,44,768.0,365628.0
2019-08-07 00:00:00,5,29,29,464.0,277888.0
2019-08-07 00:00:00,6,61,67,1932.0,714751.0
2019-08-07 00:00:00,7,27,29,552.0,211180.0
2019-08-07 00:00:00,Warehouse,1,1,8.0,59992.0
2019-08-08 00:00:00,11,32,33,616.0,266403.0
2019-08-08 00:00:00,5,26,27,516.0,325644.0
2019-08-08 00:00:00,6,69,75,860.0,432976.0
2019-08-08 00:00:00,7,36,38,668.0,231304.0
2019-08-08 00:00:00,Warehouse,1,1,24.0,68520.0
2019-08-09 00:00:00,11,27,28,548.0,277328.0
2019-08-09 00:00:00,5,32,34,804.0,322028.0
2019-08-09 00:00:00,6,46,49,876.0,334039.0
2019-08-09 00:00:00,7,35,37,756.0,314516.0
2019-08-09 00:00:00,Warehouse,18,18,108.0,88628.0
2019-08-10 00:00:00,11,32,33,700.0,283600.0
2019-08-10 00:00:00,5,30,32,696.0,398504.0
2019-08-10 00:00:00,6,65,69,1324.0,866207.0
2019-08-10 00:00:00,7,52,52,1276.0,487908.0
2019-08-10 00:00:00,Warehouse,1,2,72.0,356760.0
2019-08-11 00:00:00,11,44,47,1100.0,404776.0
2019-08-11 00:00:00,5,46,50,1108.0,477304.0
2019-08-11 00:00:00,6,62,65,2212.0,577888.0
2019-08-11 00:00:00,7,43,46,1020.0,523512.0
2019-08-12 00:00:00,11,38,41,1608.0,545212.0
2019-08-12 00:00:00,5,29,30,700.0,268756.0
2019-08-12 00:00:00,6,59,60,1612.0,758972.0
2019-08-12 00:00:00,7,34,34,480.0,314416.0
2019-08-12 00:00:00,Warehouse,1,1,4.0,3900.0
2019-08-13 00:00:00,11,43,45,1104.0,379708.0
2019-08-13 00:00:00,5,33,33,728.0,294556.0
2019-08-13 00:00:00,6,70,74,1732.0,711852.0
2019-08-13 00:00:00,7,37,39,828.0,409116.0
2019-08-13 00:00:00,Warehouse,3,3,148.0,95756.0
2019-08-14 00:00:00,11,41,43,748.0,351572.0
2019-08-14 00:00:00,5,32,32,660.0,394472.0
2019-08-14 00:00:00,6,87,98,1828.0,590763.0
2019-08-14 00:00:00,7,25,26,600.0,234988.0
2019-08-14 00:00:00,Warehouse,1,1,48.0,10380.0
2019-08-15 00:00:00,11,26,29,700.0,348370.0
2019-08-15 00:00:00,5,36,37,684.0,348720.0
2019-08-15 00:00:00,6,46,49,1196.0,454528.0
2019-08-15 00:00:00,7,42,45,848.0,353124.0
2019-08-16 00:00:00,11,35,35,644.0,415436.0
2019-08-16 00:00:00,5,27,28,504.0,317248.0
2019-08-16 00:00:00,6,69,70,1364.0,645240.0
2019-08-16 00:00:00,7,29,30,472.0,271908.0
2019-08-17 00:00:00,11,46,47,752.0,435695.0
2019-08-17 00:00:00,5,44,44,1032.0,422708.0
2019-08-17 00:00:00,6,66,69,1276.0,556764.0
2019-08-17 00:00:00,7,39,42,1124.0,316380.0
2019-08-17 00:00:00,Warehouse,2,2,124.0,30340.0
2019-08-18 00:00:00,11,39,40,948.0,394072.0
2019-08-18 00:00:00,5,33,36,728.0,387784.0
2019-08-18 00:00:00,6,55,57,880.0,401072.0
2019-08-18 00:00:00,7,38,39,904.0,362876.0
2019-08-18 00:00:00,Warehouse,3,3,12.0,8000.0
2019-08-19 00:00:00,11,35,37,832.0,316225.0
2019-08-19 00:00:00,5,29,30,400.0,185428.0
2019-08-19 00:00:00,6,49,53,1664.0,475816.0
2019-08-19 00:00:00,7,25,27,464.0,231696.0
2019-08-19 00:00:00,Warehouse,17,17,88.0,102160.0
2019-08-20 00:00:00,11,38,40,776.0,377476.0
2019-08-20 00:00:00,5,20,21,376.0,213648.0
2019-08-20 00:00:00,6,71,75,1396.0,631408.0
2019-08-20 00:00:00,7,24,24,344.0,176560.0
2019-08-20 00:00:00,Warehouse,6,9,1716.0,403504.0
2019-08-21 00:00:00,11,34,36,976.0,319484.0
2019-08-21 00:00:00,5,27,27,660.0,428012.0
2019-08-21 00:00:00,6,58,64,1608.0,698560.0
2019-08-21 00:00:00,7,31,32,428.0,241008.0
2019-08-21 00:00:00,Warehouse,4,4,20.0,34196.0
2019-08-22 00:00:00,11,24,24,472.0,413112.0
2019-08-22 00:00:00,5,22,22,496.0,165328.0
2019-08-22 00:00:00,6,69,73,2752.0,1045375.0
2019-08-22 00:00:00,7,21,22,376.0,202200.0
2019-08-22 00:00:00,Warehouse,5,5,468.0,130480.0
2019-08-23 00:00:00,11,41,41,928.0,366748.0
2019-08-23 00:00:00,5,32,32,644.0,349028.0
2019-08-23 00:00:00,6,65,68,1512.0,751504.0
2019-08-23 00:00:00,7,26,29,568.0,209272.0
2019-08-24 00:00:00,11,39,40,1228.0,531496.0
2019-08-24 00:00:00,5,31,33,580.0,346112.0
2019-08-24 00:00:00,6,65,77,1968.0,605183.0
2019-08-24 00:00:00,7,46,48,1216.0,407792.0
2019-08-24 00:00:00,Warehouse,5,8,2012.0,757520.0
2019-08-25 00:00:00,11,45,46,840.0,381472.0
2019-08-25 00:00:00,5,33,34,944.0,312436.0
2019-08-25 00:00:00,6,59,67,2152.0,720472.0
2019-08-25 00:00:00,7,37,37,900.0,315904.0
2019-08-26 00:00:00,11,39,39,820.0,301538.0
2019-08-26 00:00:00,5,22,23,656.0,275548.0
2019-08-26 00:00:00,6,66,74,1612.0,712024.0
2019-08-26 00:00:00,7,36,37,796.0,285620.0
2019-08-26 00:00:00,Warehouse,5,5,20.0,36560.0
2019-08-27 00:00:00,11,25,26,384.0,198892.0
2019-08-27 00:00:00,5,21,23,396.0,244240.0
2019-08-27 00:00:00,6,52,56,744.0,373084.0
2019-08-27 00:00:00,7,30,31,660.0,85700.0
2019-08-28 00:00:00,11,31,35,716.0,300366.0
2019-08-28 00:00:00,5,28,31,516.0,197772.0
2019-08-28 00:00:00,6,59,61,1076.0,686748.0
2019-08-28 00:00:00,7,26,27,456.0,191592.0
2019-08-28 00:00:00,Warehouse,2,3,16.0,26820.0
2019-08-29 00:00:00,11,29,30,452.0,257532.0
2019-08-29 00:00:00,5,30,30,724.0,358928.0
2019-08-29 00:00:00,6,69,72,1976.0,755760.0
2019-08-29 00:00:00,7,33,35,544.0,236672.0
2019-08-29 00:00:00,Warehouse,4,4,40.0,14376.0
2019-08-30 00:00:00,11,27,29,460.0,249232.0
2019-08-30 00:00:00,5,18,20,424.0,206476.0
2019-08-30 00:00:00,6,56,59,1152.0,543516.0
2019-08-30 00:00:00,7,45,47,784.0,320368.0
2019-08-30 00:00:00,Warehouse,3,3,24.0,104600.0
2019-08-31 00:00:00,11,41,41,1136.0,455704.0
2019-08-31 00:00:00,5,33,34,600.0,407792.0
2019-08-31 00:00:00,6,67,75,1224.0,489216.0
2019-08-31 00:00:00,7,41,42,904.0,378684.0
2019-08-31 00:00:00,Warehouse,4,4,720.0,439020.0
2019-10-01 00:00:00,11,33,34,334.0,160770.0
2019-10-01 00:00:00,5,23,24,328.0,123616.0
2019-10-01 00:00:00,6,46,49,830.0,236479.0
2019-10-01 00:00:00,7,36,40,404.0,166614.0
2019-10-01 00:00:00,Warehouse,2,2,480.0,136390.0
2019-10-02 00:00:00,11,37,39,448.0,308828.0
2019-10-02 00:00:00,5,39,41,508.0,207320.0
2019-10-02 00:00:00,6,62,69,806.0,356801.0
2019-10-02 00:00:00,7,44,47,630.0,178050.0
2019-10-02 00:00:00,Warehouse,1,1,2.0,9900.0
2019-10-03 00:00:00,11,36,39,308.0,189158.0
2019-10-03 00:00:00,5,19,20,212.0,102738.0
2019-10-03 00:00:00,6,61,66,624.0,236790.0
2019-10-03 00:00:00,7,39,42,468.0,169082.0
2019-10-03 00:00:00,Warehouse,2,4,636.0,82968.0
2019-10-04 00:00:00,11,25,27,564.0,143346.0
2019-10-04 00:00:00,5,30,30,258.0,172408.0
2019-10-04 00:00:00,6,51,56,736.0,235532.0
2019-10-04 00:00:00,7,37,42,308.0,121508.0
2019-10-04 00:00:00,Warehouse,1,1,2.0,9900.0
2019-10-05 00:00:00,11,44,45,1020.0,225078.0
2019-10-05 00:00:00,5,42,45,424.0,216570.0
2019-10-05 00:00:00,6,72,78,878.0,352220.0
2019-10-05 00:00:00,7,48,50,606.0,209768.0
2019-10-05 00:00:00,Warehouse,1,1,30.0,19740.0
2019-10-06 00:00:00,11,33,36,640.0,285024.0
2019-10-06 00:00:00,5,39,41,476.0,298008.0
2019-10-06 00:00:00,6,61,66,708.0,250944.0
2019-10-06 00:00:00,7,39,41,364.0,153250.0
2019-10-06 00:00:00,Warehouse,1,1,2.0,9900.0
2019-10-07 00:00:00,11,26,26,204.0,89290.0
2019-10-07 00:00:00,5,27,28,234.0,98322.0
2019-10-07 00:00:00,6,59,64,674.0,239256.0
2019-10-07 00:00:00,7,42,47,318.0,144540.0
2019-10-07 00:00:00,Warehouse,3,5,594.0,145978.0
2019-10-08 00:00:00,11,36,38,274.0,181620.0
2019-10-08 00:00:00,5,31,33,426.0,158216.0
2019-10-08 00:00:00,6,52,60,728.0,309100.0
2019-10-08 00:00:00,7,26,26,316.0,98124.0
2019-10-08 00:00:00,Warehouse,2,3,410.0,92080.0
2019-10-09 00:00:00,11,37,37,528.0,169970.0
2019-10-09 00:00:00,5,21,22,144.0,66070.0
2019-10-09 00:00:00,6,60,61,986.0,306524.0
2019-10-09 00:00:00,7,34,35,342.0,129546.0
2019-10-09 00:00:00,Warehouse,3,3,460.0,258094.0
2019-10-10 00:00:00,11,30,33,506.0,256628.0
2019-10-10 00:00:00,5,23,24,134.0,113304.0
2019-10-10 00:00:00,6,46,50,596.0,243740.0
2019-10-10 00:00:00,7,17,17,214.0,58008.0
2019-10-10 00:00:00,Warehouse,4,4,74.0,70772.0
2019-10-11 00:00:00,11,30,31,330.0,263334.0
2019-10-11 00:00:00,5,24,25,336.0,118178.0
2019-10-11 00:00:00,6,48,50,982.0,232148.0
2019-10-11 00:00:00,7,25,26,282.0,97518.0
2019-10-11 00:00:00,Warehouse,2,2,36.0,72860.0
2019-10-12 00:00:00,11,41,48,594.0,276498.0
2019-10-12 00:00:00,5,28,29,222.0,173072.0
2019-10-12 00:00:00,6,74,78,1432.0,392538.0
2019-10-12 00:00:00,7,33,36,382.0,135451.0
2019-10-12 00:00:00,Warehouse,1,1,56.0,26960.0
2019-10-13 00:00:00,11,30,32,264.0,135830.0
2019-10-13 00:00:00,5,39,44,630.0,230022.0
2019-10-13 00:00:00,6,55,60,898.0,279917.0
2019-10-13 00:00:00,7,49,53,616.0,207740.0
2019-10-13 00:00:00,Warehouse,2,2,4.0,19100.0
2019-10-14 00:00:00,11,36,38,346.0,197774.0
2019-10-14 00:00:00,5,27,27,234.0,102038.0
2019-10-14 00:00:00,6,65,74,1038.0,387958.0
2019-10-14 00:00:00,7,31,32,270.0,152408.0
2019-10-14 00:00:00,Warehouse,2,2,26.0,17776.0
2019-10-15 00:00:00,11,32,33,362.0,119466.0
2019-10-15 00:00:00,5,33,35,318.0,168782.0
2019-10-15 00:00:00,6,58,63,938.0,341878.0
2019-10-15 00:00:00,7,33,34,222.0,99286.0
2019-10-15 00:00:00,Warehouse,2,3,50.0,58480.0
2019-10-16 00:00:00,11,19,20,968.0,83786.0
2019-10-16 00:00:00,5,27,28,284.0,187002.0
2019-10-16 00:00:00,6,59,62,910.0,300122.0
2019-10-16 00:00:00,7,19,20,160.0,65104.0
2019-10-16 00:00:00,Warehouse,1,1,42.0,15300.0
2019-10-17 00:00:00,11,31,31,268.0,128560.0
2019-10-17 00:00:00,5,32,32,382.0,257806.0
2019-10-17 00:00:00,6,58,63,736.0,338000.0
2019-10-17 00:00:00,7,24,24,142.0,80336.0
2019-10-17 00:00:00,Warehouse,1,1,2.0,9900.0
2019-10-18 00:00:00,11,24,25,400.0,164454.0
2019-10-18 00:00:00,5,23,24,146.0,113768.0
2019-10-18 00:00:00,6,53,60,534.0,254241.0
2019-10-18 00:00:00,7,36,36,434.0,218754.0
2019-10-18 00:00:00,Warehouse,1,1,12.0,4080.0
2019-10-19 00:00:00,11,38,40,482.0,142496.0
2019-10-19 00:00:00,5,27,28,186.0,156460.0
2019-10-19 00:00:00,6,71,75,774.0,303492.0
2019-10-19 00:00:00,7,41,42,424.0,220038.0
2019-10-19 00:00:00,Warehouse,1,1,8.0,1288.0
2019-10-20 00:00:00,11,52,53,500.0,278306.0
2019-10-20 00:00:00,5,38,39,532.0,179628.0
2019-10-20 00:00:00,6,69,72,570.0,298524.0
2019-10-20 00:00:00,7,40,42,484.0,115772.0
2019-10-20 00:00:00,Warehouse,1,1,2.0,9900.0
2019-10-21 00:00:00,11,35,38,416.0,180690.0
2019-10-21 00:00:00,5,41,44,270.0,158194.0
2019-10-21 00:00:00,6,62,77,734.0,275209.0
2019-10-21 00:00:00,7,25,26,318.0,84388.0
2019-10-21 00:00:00,Warehouse,3,3,106.0,55160.0
2019-10-22 00:00:00,11,33,34,510.0,196754.0
2019-10-22 00:00:00,5,25,27,214.0,107034.0
2019-10-22 00:00:00,6,65,73,1004.0,349216.0
2019-10-22 00:00:00,7,30,30,166.0,123914.0
2019-10-22 00:00:00,Warehouse,3,3,54.0,36100.0
2019-10-23 00:00:00,11,35,36,338.0,171310.0
2019-10-23 00:00:00,5,34,36,392.0,198684.0
2019-10-23 00:00:00,6,67,70,662.0,305694.0
2019-10-23 00:00:00,7,32,32,296.0,88642.0
2019-10-23 00:00:00,Warehouse,1,2,8.0,10320.0
2019-10-24 00:00:00,11,50,55,484.0,219600.0
2019-10-24 00:00:00,5,42,45,354.0,185274.0
2019-10-24 00:00:00,6,85,86,1140.0,472837.0
2019-10-24 00:00:00,7,48,48,374.0,163898.0
2019-10-24 00:00:00,Warehouse,1,1,4.0,29960.0
2019-10-25 00:00:00,11,36,39,414.0,218456.0
2019-10-25 00:00:00,5,32,34,192.0,174400.0
2019-10-25 00:00:00,6,97,107,1098.0,489174.0
2019-10-25 00:00:00,7,33,33,290.0,127654.0
2019-10-25 00:00:00,Warehouse,1,1,2.0,8598.0
2019-10-26 00:00:00,11,65,70,782.0,248216.0
2019-10-26 00:00:00,5,55,59,682.0,413874.0
2019-10-26 00:00:00,6,127,140,1230.0,810328.0
2019-10-26 00:00:00,7,47,50,470.0,203484.0
2019-10-26 00:00:00,Warehouse,2,3,758.0,237974.0
2019-10-27 00:00:00,11,49,52,540.0,185076.0
2019-10-27 00:00:00,5,35,38,294.0,158908.0
2019-10-27 00:00:00,6,92,95,1064.0,352861.0
2019-10-27 00:00:00,7,35,39,408.0,161124.0
2019-10-27 00:00:00,Warehouse,1,1,2.0,9900.0
2019-10-28 00:00:00,11,20,21,192.0,92182.0
2019-10-28 00:00:00,5,27,30,424.0,179350.0
2019-10-28 00:00:00,6,43,50,484.0,169856.0
2019-10-28 00:00:00,7,51,55,654.0,182326.0
2019-10-29 00:00:00,11,33,35,290.0,144132.0
2019-10-29 00:00:00,5,33,34,348.0,162798.0
2019-10-29 00:00:00,6,65,68,984.0,260602.0
2019-10-29 00:00:00,7,39,40,406.0,184042.0
2019-10-30 00:00:00,11,29,31,378.0,135346.0
2019-10-30 00:00:00,5,31,34,426.0,186756.0
2019-10-30 00:00:00,6,60,66,514.0,224493.0
2019-10-30 00:00:00,7,23,23,220.0,70890.0
2019-10-30 00:00:00,Warehouse,2,2,24.0,12718.0
2019-10-31 00:00:00,11,35,36,388.0,160388.0
2019-10-31 00:00:00,5,27,27,278.0,128472.0
2019-10-31 00:00:00,6,60,64,834.0,359868.0
2019-10-31 00:00:00,7,34,37,226.0,103470.0
2019-11-01 00:00:00,11,37,38,242.0,135456.0
2019-11-01 00:00:00,14,28,29,378.0,98530.0
2019-11-01 00:00:00,5,33,36,314.0,128588.0
2019-11-01 00:00:00,6,67,70,634.0,243269.0
2019-11-01 00:00:00,7,44,49,586.0,190690.0
2019-11-01 00:00:00,Warehouse,3,3,22.0,5994.0
2019-11-02 00:00:00,11,43,44,506.0,189052.0
2019-11-02 00:00:00,14,19,20,256.0,51204.0
2019-11-02 00:00:00,5,45,49,506.0,148850.0
2019-11-02 00:00:00,6,63,66,718.0,263169.0
2019-11-02 00:00:00,7,37,38,380.0,121378.0
2019-11-02 00:00:00,Warehouse,1,1,2.0,9900.0
2019-11-03 00:00:00,11,49,51,400.0,241296.0
2019-11-03 00:00:00,14,12,12,90.0,33814.0
2019-11-03 00:00:00,5,34,35,234.0,162344.0
2019-11-03 00:00:00,6,70,79,990.0,437256.0
2019-11-03 00:00:00,7,44,46,550.0,214964.0
2019-11-04 00:00:00,11,39,43,974.0,226978.0
2019-11-04 00:00:00,14,29,30,370.0,116770.0
2019-11-04 00:00:00,5,32,33,380.0,163862.0
2019-11-04 00:00:00,6,49,56,534.0,233662.0
2019-11-04 00:00:00,7,28,29,266.0,101426.0
2019-11-04 00:00:00,Warehouse,3,3,26.0,24996.0
2019-11-05 00:00:00,11,28,32,654.0,259896.0
2019-11-05 00:00:00,14,14,14,84.0,24948.0
2019-11-05 00:00:00,5,29,29,254.0,175638.0
2019-11-05 00:00:00,6,55,62,802.0,229180.0
2019-11-05 00:00:00,7,38,38,296.0,114468.0
2019-11-05 00:00:00,Warehouse,1,1,38.0,15240.0
2019-11-06 00:00:00,11,34,36,388.0,212502.0
2019-11-06 00:00:00,14,17,17,88.0,59790.0
2019-11-06 00:00:00,5,33,33,398.0,221664.0
2019-11-06 00:00:00,6,46,52,498.0,228342.0
2019-11-06 00:00:00,7,29,31,304.0,148550.0
2019-11-06 00:00:00,Warehouse,1,1,8.0,2492.0
2019-11-07 00:00:00,11,31,32,254.0,155964.0
2019-11-07 00:00:00,14,21,21,244.0,64358.0
2019-11-07 00:00:00,5,31,34,486.0,184652.0
2019-11-07 00:00:00,6,69,75,832.0,298235.0
2019-11-07 00:00:00,7,35,36,246.0,143530.0
2019-11-07 00:00:00,Warehouse,3,3,12.0,69460.0
2019-11-08 00:00:00,11,38,39,352.0,218570.0
2019-11-08 00:00:00,14,20,20,176.0,66068.0
2019-11-08 00:00:00,5,30,31,294.0,146844.0
2019-11-08 00:00:00,6,60,64,786.0,323518.0
2019-11-08 00:00:00,7,29,32,256.0,83926.0
2019-11-09 00:00:00,11,36,39,648.0,245820.0
2019-11-09 00:00:00,5,33,34,370.0,146334.0
2019-11-09 00:00:00,6,66,73,1168.0,265642.0
2019-11-09 00:00:00,7,37,42,536.0,209100.0
2019-11-09 00:00:00,Warehouse,2,2,6.0,11288.0
2019-11-10 00:00:00,11,40,42,474.0,190300.0
2019-11-10 00:00:00,14,14,15,90.0,58418.0
2019-11-10 00:00:00,5,33,33,302.0,168560.0
2019-11-10 00:00:00,6,64,67,894.0,247992.0
2019-11-10 00:00:00,7,47,48,534.0,217344.0
2019-11-11 00:00:00,11,26,26,368.0,184440.0
